Index,Date,Route,Classification,Donor,Aid (tons)
44128,25 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44129,25 Jul 2024,Land Crossings,Food,Private sector,20
44130,25 Jul 2024,Land Crossings,Water,Private sector,20
44131,25 Jul 2024,Land Crossings,Food,Private sector,20
44132,25 Jul 2024,Land Crossings,Food,Private sector,20
44133,25 Jul 2024,Land Crossings,Food,Private sector,20
44134,25 Jul 2024,Land Crossings,Water,Private sector,20
44135,25 Jul 2024,Land Crossings,Food,Private sector,20
44136,25 Jul 2024,Land Crossings,Food,Private sector,20
44137,25 Jul 2024,Land Crossings,Food,UNICEF,15
44138,25 Jul 2024,Land Crossings,Food,UNICEF,15
44139,25 Jul 2024,Land Crossings,Food,UNICEF,15
44140,25 Jul 2024,Land Crossings,Food,UNICEF,15
44141,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44142,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44143,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44144,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44145,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44146,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44147,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44148,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44149,25 Jul 2024,Land Crossings,Shelter Equipment,Mixed donors,15
44150,25 Jul 2024,Land Crossings,Food,Jordan,20
44151,25 Jul 2024,Land Crossings,Food,Jordan,20
44152,25 Jul 2024,Land Crossings,Food,Jordan,20
44153,25 Jul 2024,Land Crossings,Food,Jordan,20
44154,25 Jul 2024,Land Crossings,Food,Jordan,20
44155,25 Jul 2024,Land Crossings,Food,Jordan,20
44156,25 Jul 2024,Land Crossings,Food,Jordan,20
44157,25 Jul 2024,Land Crossings,Food,Jordan,20
44158,25 Jul 2024,Land Crossings,Food,Jordan,20
44159,25 Jul 2024,Land Crossings,Food,Jordan,20
44160,25 Jul 2024,Land Crossings,Food,Jordan,15
44161,25 Jul 2024,Land Crossings,Food,Jordan,15
44162,25 Jul 2024,Land Crossings,Food,Jordan,15
44163,25 Jul 2024,Land Crossings,Food,Jordan,15
44164,25 Jul 2024,Land Crossings,Shelter Equipment,Jordan,10
44165,25 Jul 2024,Land Crossings,Shelter Equipment,Jordan,10
44166,25 Jul 2024,Land Crossings,Shelter Equipment,Jordan,10
44167,25 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44168,25 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44169,25 Jul 2024,Land Crossings,Combined Aid,Jordan,5
44170,25 Jul 2024,Land Crossings,Food,WFP,15
44171,25 Jul 2024,Land Crossings,Food,WFP,15
44172,25 Jul 2024,Land Crossings,Food,WFP,15
44173,25 Jul 2024,Land Crossings,Food,WFP,15
44174,25 Jul 2024,Land Crossings,Food,WFP,15
44175,25 Jul 2024,Land Crossings,Food,WFP,15
44176,25 Jul 2024,Land Crossings,Food,WFP,15
44177,25 Jul 2024,Land Crossings,Food,WFP,15
44178,25 Jul 2024,Land Crossings,Food,WFP,15
44179,25 Jul 2024,Land Crossings,Food,WFP,15
44180,25 Jul 2024,Land Crossings,Combined Aid,Mixed donors,15
44181,25 Jul 2024,Land Crossings,Shelter Equipment,ICRC,5
44182,25 Jul 2024,Land Crossings,Shelter Equipment,ICRC,5
44183,25 Jul 2024,Land Crossings,Shelter Equipment,OXFAM,5
44184,25 Jul 2024,Land Crossings,Food,UNRWA,20
44185,25 Jul 2024,Land Crossings,Food,UNRWA,20
44186,25 Jul 2024,Land Crossings,Food,UNRWA,20
44187,25 Jul 2024,Land Crossings,Food,UNRWA,20
44188,25 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44189,25 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44190,26 Jul 2024,Land Crossings,Food,Private sector,20
44191,26 Jul 2024,Land Crossings,Food,Private sector,20
44192,26 Jul 2024,Land Crossings,Food,Private sector,20
44193,26 Jul 2024,Land Crossings,Food,Private sector,20
44194,26 Jul 2024,Land Crossings,Food,Private sector,20
44195,26 Jul 2024,Land Crossings,Food,Private sector,20
44196,26 Jul 2024,Land Crossings,Water,Private sector,20
44197,26 Jul 2024,Land Crossings,Food,Private sector,20
44198,26 Jul 2024,Land Crossings,Food,Private sector,20
44199,26 Jul 2024,Land Crossings,Food,Private sector,20
44200,26 Jul 2024,Land Crossings,Food,Private sector,20
44201,26 Jul 2024,Land Crossings,Food,Private sector,20
44202,26 Jul 2024,Land Crossings,Food,Private sector,20
44203,26 Jul 2024,Land Crossings,Food,Private sector,20
44204,26 Jul 2024,Land Crossings,Food,Private sector,20
44205,26 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44206,26 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44207,26 Jul 2024,Land Crossings,Food,Private sector,20
44208,26 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44209,26 Jul 2024,Land Crossings,Food,Private sector,20
44210,26 Jul 2024,Land Crossings,Food,Private sector,20
44211,26 Jul 2024,Land Crossings,Food,Private sector,20
44212,26 Jul 2024,Land Crossings,Food,Private sector,20
44213,26 Jul 2024,Land Crossings,Food,Private sector,20
44214,26 Jul 2024,Land Crossings,Food,Private sector,20
44215,26 Jul 2024,Land Crossings,Food,Private sector,20
44216,26 Jul 2024,Land Crossings,Food,Private sector,20
44217,26 Jul 2024,Land Crossings,Food,Private sector,20
44218,26 Jul 2024,Land Crossings,Food,Private sector,20
44219,26 Jul 2024,Land Crossings,Food,Private sector,20
44220,26 Jul 2024,Land Crossings,Food,Private sector,20
44221,26 Jul 2024,Land Crossings,Water,Private sector,20
44222,26 Jul 2024,Land Crossings,Food,Private sector,20
44223,26 Jul 2024,Land Crossings,Food,Private sector,20
44224,26 Jul 2024,Land Crossings,Food,Private sector,20
44225,26 Jul 2024,Land Crossings,Food,Private sector,20
44226,26 Jul 2024,Land Crossings,Food,Private sector,20
44227,26 Jul 2024,Land Crossings,Food,Private sector,20
44228,26 Jul 2024,Land Crossings,Food,Private sector,20
44229,26 Jul 2024,Land Crossings,Food,Private sector,20
44230,26 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44231,26 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44232,26 Jul 2024,Land Crossings,Food,Private sector,20
44233,26 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44234,26 Jul 2024,Land Crossings,Food,Private sector,20
44235,26 Jul 2024,Land Crossings,Food,Private sector,20
44236,26 Jul 2024,Land Crossings,Food,Private sector,20
44237,26 Jul 2024,Land Crossings,Food,Private sector,20
44238,26 Jul 2024,Land Crossings,Food,Private sector,20
44239,26 Jul 2024,Land Crossings,Food,Private sector,20
44240,26 Jul 2024,Land Crossings,Food,Private sector,20
44241,26 Jul 2024,Land Crossings,Food,Private sector,20
44242,26 Jul 2024,Land Crossings,Food,Private sector,20
44243,26 Jul 2024,Land Crossings,Food,Private sector,20
44244,26 Jul 2024,Land Crossings,Food,WFP,15
44245,26 Jul 2024,Land Crossings,Food,WFP,15
44246,26 Jul 2024,Land Crossings,Food,WFP,15
44247,26 Jul 2024,Land Crossings,Food,WFP,15
44248,26 Jul 2024,Land Crossings,Food,WFP,15
44249,27 Jul 2024,Land Crossings,Food,Jordan,20
44250,27 Jul 2024,Land Crossings,Food,Jordan,20
44251,27 Jul 2024,Land Crossings,Food,Jordan,10
44252,27 Jul 2024,Land Crossings,Food,Jordan,25
44253,27 Jul 2024,Land Crossings,Food,Jordan,25
44254,27 Jul 2024,Land Crossings,Food,Jordan,25
44255,27 Jul 2024,Land Crossings,Food,Jordan,25
44256,27 Jul 2024,Land Crossings,Food,Jordan,10
44257,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44258,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44259,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44260,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44261,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44262,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44263,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44264,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44265,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,10
44266,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,10
44267,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44268,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44269,27 Jul 2024,Land Crossings,Food,WFP,15
44270,27 Jul 2024,Land Crossings,Food,WFP,15
44271,27 Jul 2024,Land Crossings,Food,WFP,15
44272,27 Jul 2024,Land Crossings,Food,WFP,15
44273,27 Jul 2024,Land Crossings,Food,WFP,15
44274,27 Jul 2024,Land Crossings,Food,WFP,15
44275,27 Jul 2024,Land Crossings,Food,WFP,15
44276,27 Jul 2024,Land Crossings,Food,WFP,15
44277,27 Jul 2024,Land Crossings,Food,WFP,15
44278,27 Jul 2024,Land Crossings,Food,WFP,15
44279,27 Jul 2024,Land Crossings,Combined Aid,UNRWA,5
44280,27 Jul 2024,Land Crossings,Shelter Equipment,ICRC,5
44281,27 Jul 2024,Land Crossings,Shelter Equipment,ICRC,5
44282,27 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44283,27 Jul 2024,Land Crossings,Food,UNRWA,10
44284,27 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44285,27 Jul 2024,Land Crossings,Food,UNRWA,20
44286,27 Jul 2024,Land Crossings,Food,UNRWA,20
44287,27 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44288,27 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44289,27 Jul 2024,Land Crossings,Food,WFP,15
44290,27 Jul 2024,Land Crossings,Food,WFP,15
44291,27 Jul 2024,Land Crossings,Food,WFP,15
44292,27 Jul 2024,Land Crossings,Food,Jordan,20
44293,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,10
44294,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44295,27 Jul 2024,Land Crossings,Shelter Equipment,Jordan,5
44296,27 Jul 2024,Land Crossings,Shelter Equipment,ICRC,5
44297,27 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,5
44298,27 Jul 2024,Land Crossings,Food,UNRWA,20
44299,28 Jul 2024,Land Crossings,Gas,Private sector,22
44300,28 Jul 2024,Land Crossings,Gas,Private sector,22
44301,28 Jul 2024,Land Crossings,Gas,Private sector,22
44302,28 Jul 2024,Land Crossings,Gas,Private sector,22
44303,28 Jul 2024,Land Crossings,Gas,Private sector,20
44304,28 Jul 2024,Land Crossings,Gas,Private sector,20
44305,28 Jul 2024,Land Crossings,Food,Private sector,20
44306,28 Jul 2024,Land Crossings,Food,Private sector,20
44307,28 Jul 2024,Land Crossings,Food,Private sector,20
44308,28 Jul 2024,Land Crossings,Food,Private sector,20
44309,28 Jul 2024,Land Crossings,Food,Private sector,20
44310,28 Jul 2024,Land Crossings,Food,Private sector,20
44311,28 Jul 2024,Land Crossings,Food,Private sector,20
44312,28 Jul 2024,Land Crossings,Food,Private sector,20
44313,28 Jul 2024,Land Crossings,Food,Private sector,20
44314,28 Jul 2024,Land Crossings,Food,Private sector,20
44315,28 Jul 2024,Land Crossings,Food,Private sector,20
44316,28 Jul 2024,Land Crossings,Food,Private sector,20
44317,28 Jul 2024,Land Crossings,Food,Private sector,20
44318,28 Jul 2024,Land Crossings,Food,Private sector,20
44319,28 Jul 2024,Land Crossings,Food,Private sector,20
44320,28 Jul 2024,Land Crossings,Food,Private sector,20
44321,28 Jul 2024,Land Crossings,Food,Private sector,20
44322,28 Jul 2024,Land Crossings,Food,Private sector,20
44323,28 Jul 2024,Land Crossings,Food,Private sector,20
44324,28 Jul 2024,Land Crossings,Food,Private sector,20
44325,28 Jul 2024,Land Crossings,Food,Private sector,20
44326,28 Jul 2024,Land Crossings,Food,Private sector,20
44327,28 Jul 2024,Land Crossings,Food,Private sector,20
44328,28 Jul 2024,Land Crossings,Food,Private sector,20
44329,28 Jul 2024,Land Crossings,Food,Private sector,20
44330,28 Jul 2024,Land Crossings,Food,Private sector,20
44331,28 Jul 2024,Land Crossings,Food,Private sector,20
44332,28 Jul 2024,Land Crossings,Food,Private sector,20
44333,28 Jul 2024,Land Crossings,Food,Private sector,20
44334,28 Jul 2024,Land Crossings,Food,Private sector,20
44335,28 Jul 2024,Land Crossings,Food,Private sector,20
44336,28 Jul 2024,Land Crossings,Food,Private sector,20
44337,28 Jul 2024,Land Crossings,Food,Private sector,20
44338,28 Jul 2024,Land Crossings,Food,Private sector,20
44339,28 Jul 2024,Land Crossings,Food,Private sector,20
44340,28 Jul 2024,Land Crossings,Food,Private sector,20
44341,28 Jul 2024,Land Crossings,Food,Private sector,20
44342,28 Jul 2024,Land Crossings,Food,Private sector,20
44343,28 Jul 2024,Land Crossings,Food,Private sector,20
44344,28 Jul 2024,Land Crossings,Food,Private sector,20
44345,28 Jul 2024,Land Crossings,Food,Private sector,20
44346,28 Jul 2024,Land Crossings,Food,Private sector,20
44347,28 Jul 2024,Land Crossings,Food,Private sector,20
44348,28 Jul 2024,Land Crossings,Food,Private sector,20
44349,28 Jul 2024,Land Crossings,Food,Private sector,20
44350,28 Jul 2024,Land Crossings,Food,Private sector,20
44351,28 Jul 2024,Land Crossings,Food,Private sector,20
44352,28 Jul 2024,Land Crossings,Food,Private sector,20
44353,28 Jul 2024,Land Crossings,Food,Private sector,20
44354,28 Jul 2024,Land Crossings,Food,Private sector,20
44355,28 Jul 2024,Land Crossings,Food,Private sector,20
44356,28 Jul 2024,Land Crossings,Food,Private sector,20
44357,28 Jul 2024,Land Crossings,Food,Private sector,20
44358,28 Jul 2024,Land Crossings,Food,Private sector,20
44359,28 Jul 2024,Land Crossings,Food,Private sector,20
44360,28 Jul 2024,Land Crossings,Food,Private sector,20
44361,28 Jul 2024,Land Crossings,Food,Private sector,20
44362,28 Jul 2024,Land Crossings,Food,Private sector,20
44363,28 Jul 2024,Land Crossings,Food,Private sector,20
44364,28 Jul 2024,Land Crossings,Food,Private sector,20
44365,28 Jul 2024,Land Crossings,Food,Private sector,20
44366,28 Jul 2024,Land Crossings,Food,Private sector,20
44367,28 Jul 2024,Land Crossings,Food,Private sector,20
44368,28 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44369,28 Jul 2024,Land Crossings,Food,Private sector,20
44370,28 Jul 2024,Land Crossings,Food,Private sector,20
44371,28 Jul 2024,Land Crossings,Food,Private sector,20
44372,28 Jul 2024,Land Crossings,Food,Private sector,20
44373,28 Jul 2024,Land Crossings,Food,Private sector,20
44374,28 Jul 2024,Land Crossings,Food,Private sector,20
44375,28 Jul 2024,Land Crossings,Food,Private sector,20
44376,28 Jul 2024,Land Crossings,Food,Private sector,20
44377,28 Jul 2024,Land Crossings,Food,Private sector,20
44378,28 Jul 2024,Land Crossings,Food,Private sector,20
44379,28 Jul 2024,Land Crossings,Food,Private sector,20
44380,28 Jul 2024,Land Crossings,Food,Private sector,20
44381,28 Jul 2024,Land Crossings,Food,Private sector,20
44382,28 Jul 2024,Land Crossings,Food,Private sector,20
44383,28 Jul 2024,Land Crossings,Food,Private sector,20
44384,28 Jul 2024,Land Crossings,Food,Private sector,20
44385,28 Jul 2024,Land Crossings,Food,Private sector,20
44386,28 Jul 2024,Land Crossings,Food,Private sector,20
44387,28 Jul 2024,Land Crossings,Food,Private sector,20
44388,28 Jul 2024,Land Crossings,Food,Private sector,20
44389,28 Jul 2024,Land Crossings,Food,Private sector,20
44390,28 Jul 2024,Land Crossings,Food,Private sector,20
44391,28 Jul 2024,Land Crossings,Food,Private sector,20
44392,28 Jul 2024,Land Crossings,Food,Private sector,20
44393,28 Jul 2024,Land Crossings,Food,Private sector,20
44394,28 Jul 2024,Land Crossings,Food,Private sector,20
44395,28 Jul 2024,Land Crossings,Food,Private sector,20
44396,28 Jul 2024,Land Crossings,Food,Private sector,20
44397,28 Jul 2024,Land Crossings,Food,Private sector,20
44398,28 Jul 2024,Land Crossings,Food,Private sector,20
44399,28 Jul 2024,Land Crossings,Food,Private sector,20
44400,28 Jul 2024,Land Crossings,Food,Private sector,20
44401,28 Jul 2024,Land Crossings,Food,Private sector,20
44402,28 Jul 2024,Land Crossings,Food,Private sector,20
44403,28 Jul 2024,Land Crossings,Food,Private sector,20
44404,28 Jul 2024,Land Crossings,Food,Private sector,20
44405,28 Jul 2024,Land Crossings,Food,Private sector,20
44406,28 Jul 2024,Land Crossings,Food,Private sector,20
44407,28 Jul 2024,Land Crossings,Food,Private sector,20
44408,28 Jul 2024,Land Crossings,Food,Private sector,20
44409,28 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44410,28 Jul 2024,Land Crossings,Food,Private sector,20
44411,28 Jul 2024,Land Crossings,Food,Private sector,20
44412,28 Jul 2024,Land Crossings,Food,Private sector,20
44413,28 Jul 2024,Land Crossings,Food,Private sector,20
44414,28 Jul 2024,Land Crossings,Food,Private sector,20
44415,28 Jul 2024,Land Crossings,Food,Private sector,20
44416,28 Jul 2024,Land Crossings,Food,Private sector,20
44417,28 Jul 2024,Land Crossings,Food,Private sector,20
44418,28 Jul 2024,Land Crossings,Food,Private sector,20
44419,28 Jul 2024,Land Crossings,Food,Private sector,20
44420,28 Jul 2024,Land Crossings,Food,Private sector,20
44421,28 Jul 2024,Land Crossings,Food,Private sector,20
44422,28 Jul 2024,Land Crossings,Food,Private sector,20
44423,28 Jul 2024,Land Crossings,Food,Private sector,20
44424,28 Jul 2024,Land Crossings,Food,Private sector,20
44425,28 Jul 2024,Land Crossings,Food,Private sector,20
44426,28 Jul 2024,Land Crossings,Food,Private sector,20
44427,28 Jul 2024,Land Crossings,Food,Private sector,20
44428,28 Jul 2024,Land Crossings,Food,Private sector,20
44429,28 Jul 2024,Land Crossings,Food,Private sector,20
44430,28 Jul 2024,Land Crossings,Food,Private sector,20
44431,28 Jul 2024,Land Crossings,Food,Private sector,20
44432,28 Jul 2024,Land Crossings,Food,Private sector,20
44433,28 Jul 2024,Land Crossings,Food,Private sector,20
44434,28 Jul 2024,Land Crossings,Food,Private sector,20
44435,28 Jul 2024,Land Crossings,Food,WFP,30
44436,28 Jul 2024,Land Crossings,Food,WFP,30
44437,28 Jul 2024,Land Crossings,Food,WFP,30
44438,28 Jul 2024,Land Crossings,Food,WFP,30
44439,28 Jul 2024,Land Crossings,Food,WFP,30
44440,28 Jul 2024,Land Crossings,Food,WFP,30
44441,28 Jul 2024,Land Crossings,Food,WFP,30
44442,28 Jul 2024,Land Crossings,Food,WFP,30
44443,28 Jul 2024,Land Crossings,Food,WFP,30
44444,28 Jul 2024,Land Crossings,Food,WFP,30
44445,28 Jul 2024,Land Crossings,Food,WFP,30
44446,28 Jul 2024,Land Crossings,Food,WFP,30
44447,28 Jul 2024,Land Crossings,Food,WFP,30
44448,28 Jul 2024,Land Crossings,Food,WFP,30
44449,28 Jul 2024,Land Crossings,Food,WFP,30
44450,28 Jul 2024,Land Crossings,Food,WFP,30
44451,28 Jul 2024,Land Crossings,Food,WFP,30
44452,28 Jul 2024,Land Crossings,Food,WFP,30
44453,28 Jul 2024,Land Crossings,Food,UNRWA,30
44454,28 Jul 2024,Land Crossings,Food,UNRWA,30
44455,28 Jul 2024,Land Crossings,Food,UNRWA,30
44456,28 Jul 2024,Land Crossings,Food,UNRWA,30
44457,28 Jul 2024,Land Crossings,Food,UNRWA,30
44458,28 Jul 2024,Land Crossings,Food,UNRWA,30
44459,28 Jul 2024,Land Crossings,Food,UNRWA,30
44460,28 Jul 2024,Land Crossings,Food,UNRWA,30
44461,28 Jul 2024,Land Crossings,Food,WFP,30
44462,28 Jul 2024,Land Crossings,Food,WFP,30
44463,28 Jul 2024,Land Crossings,Food,WFP,30
44464,28 Jul 2024,Land Crossings,Food,WFP,30
44465,28 Jul 2024,Land Crossings,Food,WFP,30
44466,28 Jul 2024,Land Crossings,Food,WFP,30
44467,28 Jul 2024,Land Crossings,Food,WFP,30
44468,28 Jul 2024,Land Crossings,Food,WFP,30
44469,28 Jul 2024,Land Crossings,Food,WFP,30
44470,28 Jul 2024,Land Crossings,Food,WFP,30
44471,28 Jul 2024,Land Crossings,Food,WFP,30
44472,28 Jul 2024,Land Crossings,Food,WFP,30
44473,28 Jul 2024,Land Crossings,Food,WFP,30
44474,28 Jul 2024,Land Crossings,Food,WFP,30
44475,28 Jul 2024,Land Crossings,Food,WFP,30
44476,28 Jul 2024,Land Crossings,Food,WFP,30
44477,28 Jul 2024,Land Crossings,Food,WFP,30
44478,28 Jul 2024,Land Crossings,Food,WFP,30
44479,28 Jul 2024,Land Crossings,Food,WFP,30
